id; instituição; programa; grau_academico; título; data defesa; link
89; UNIVERSIDADE ESTADUAL DE MARINGÁ; EDUCAÇÃO PARA A CIÊNCIA E O ENSINO DE MATEMÁTICA; Mestrado; CONHECIMENTOS GEOMÉTRICOS NA EDUCAÇÃO INFANTIL: O QUE CONHECE O PROFESSOR?; 2009-07-01; 
90; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; AÇÃO DOCENTE E EDUCAÇÃO MORAL DO ALUNO : UM ESTUDO EM EPISTEMOLOGIA GENÉTICA; 2012-02-01; 
91; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; CONSTRUÇÃO DE CONHECIMENTO EM UM CURSO A DISTÂNCIA A construção do tutor de sede; 2010-05-01; 
92; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; Noções de Infinito Matemático em adolescentes e adultos; 2009-03-01; 
93; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; CURIOSIDADE E COORDENAÇÕES DE AÇÕES: Vetores da aprendizagem no ambiente escolar; 2011-02-01; 
94; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; PROFISSIONAIS DA EDUCAÇÃO E DESENVOLVIMENTO MORAL:UM ESTUDO EM EPISTEMOLOGIA GENÉTICA NO IFRS; 2018-01-19; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5439931
95; UNIVERSIDADE FEDERAL DE GOIÁS; EDUCAÇÃO; Mestrado; A APROPRIAÇÃO DA TEORIA DE JEAN PIAGET NO ENSINO DE CIÊNCIAS ; 2017-08-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5618929
96; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; O Desenvolvimento do Raciocínio Condicional a partir do Uso de Teste no Squeak Etoys; 2016-07-14; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4565472
97; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Doutorado; Docência e moralidade: Implicações na relação com o aluno adolescente; 2013-06-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=916902
98; UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ); EDUCAÇÃO; Mestrado; OFICINA DE JOGOS EM SALA DE AULA: CONSTRUÇÃO DE UM ESPAÇO PARA ALUNOS COM DIFICULDADES DE APRENDIZAGEM ; 2018-02-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6311666
99; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Doutorado; TURISMO PEDAGÓGICO : PROCESSO DE RECONTEXTUALIZAÇÃO DE UMA VIAGEM RUMO AO CONHECIMENTO; 2012-07-01; 
100; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; GEOGRAFIA; Mestrado; A CONSTRUÇÃO DAS RELAÇÕES DO ESPAÇO AUSENTE NA GEOGRAFIA ESCOLAR; 2015-03-13; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2371950
101; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; Práticas Didáticas em Ambiente Virtual de Aprendizagem: Modificações da ação docente; 2015-02-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2401067
102; UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ); EDUCAÇÃO; Doutorado; CONSUMISMO E EDUCAÇÃO INFANTIL: UM ESTUDO SOBRE CRENÇAS E HÁBITOS DE DOCENTES E ALUNOS ; 2018-05-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6425253
103; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Doutorado; O ENSINO DA LEITURA DO RITMO MUSICAL EM ADULTOS: UMA VISÃO PIAGETIANA; 2018-03-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6294523
104; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Doutorado; As relações entre as estratégias de resolução de cálculos  mentais e escritos e os níveis de construção das operações  aritméticas; 2010-02-01; 
105; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; GEOGRAFIA; Mestrado; ALCANCES E LIMITES DO AVALIAR E APRENDER A AVALIAR – AS REPRESENTAÇÕES ESPACIAIS DE ESTUDANTES DE ENSINO MÉDIO EM GEOGRAFIA; 2017-01-16; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4991889
106; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; Noção de Limite de Funções Reais e Geogebra: um Estudo em Epistemologia Genética; 2017-03-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5065546
107; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Mestrado; A psicopedagogia no contexto escolar: um estudo em grupos   de apoio.; 2009-06-01; 
108; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; NOÇÕES DE CRIANÇAS E ADOLESCENTES SOBRE ALIMENTAÇÃO SAUDÁVEL : UM ESTUDO EM EPISTEMOLOGIA GENÉTICA; 2012-06-01; 
109; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Mestrado; Processos de construção da narração gráfica infantil; 2013-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=99582
110; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ASSIS; PSICOLOGIA; Doutorado; O ATO FOTOGRÁFICO: MEMÓRIA, PROSPECÇÃO E PRODUÇÃO DE SENTIDOS NA VELHICE.; 2012-08-01; 
111; UNIVERSIDADE ESTADUAL DE MARINGÁ; EDUCAÇÃO PARA A CIÊNCIA E A MATEMÁTICA; Mestrado; Re(a)presentações em discurso: significações docentes sobre a matemática escolar; 2011-02-01; 
112; UNIVERSIDADE FEDERAL DO CEARÁ; FÍSICA; Doutorado; Nonlinear scaling in social physics; 2016-08-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3687203
113; UNIVERSIDADE ESTADUAL DE MARINGÁ; EDUCAÇÃO PARA A CIÊNCIA E O ENSINO DE MATEMÁTICA; Mestrado; A ARGUMENTAÇÃO DE ALUNOS DE ENSINO MÉDIO EM AULA DE FÍSICA: O TEMA ENERGIA ELÉTRICA E FONTES DE ENERGIA; 2009-06-01; 
114; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ASSIS; PSICOLOGIA; Doutorado; A ARTE COMO RESISTÊNCIA NA SOCIEDADE DA INFORMAÇÃO; 2013-01-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=970349
115; UNIVERSIDADE ESTADUAL DO NORTE FLUMINENSE DARCY RIBEIRO; COGNIÇÃO E LINGUAGEM; Mestrado; ADESTRAR PARA A AUTONOMIA:  a crítica wittgensteiniana ao construtivismo; 2013-03-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=201963
116; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Mestrado; Desenvolvimento psicológico e transtorno de déficit de atenção e hiperatividade (TDAH): a construção do pensamento operatório; 2009-03-01; 
117; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Mestrado; Crenças sobre a origem dos bebês em crianças de 4 a 9 anos: uma abordagem a partir da psicogênese piagetiana e da psicanálise freudiana; 2012-08-01; 
118; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ASSIS; PSICOLOGIA; Mestrado; OS AVÓS E OS NETOS: UM ENCONTRO DE DIFERENTES TEMPOS VERBAIS; 2014-04-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1676559
119; UNIVERSIDADE FEDERAL DO CEARÁ; FÍSICA; Mestrado; Algoritmo genético para a solução do problema da maioria; 2011-08-01; 
120; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; A Construção de um Modelo de Intervenção do Professor para a Promoção da da Aprendizagem de Matemática a partir de Projetos de Aprendizagem na Cultura Digital; 2017-07-25; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6226078
121; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; Adolescentes em Conflito com a Lei  Remissão: Ambiguidades e Educação; 2013-06-18; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1095896
122; UNIVERSIDADE FEDERAL DO RIO GRANDE; EDUCAÇÃO EM CIÊNCIAS QUÌMICA DA VIDA E SAÚDE ( UFSM - FURG); Doutorado; Sistema de numeração decimal no ciclo de alfabetização: as ações docentes ; 2017-07-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5075379
123; UNIVERSIDADE FEDERAL DO PARANÁ; FILOSOFIA; Mestrado; A inteligência nas leituras de Henri Bergson e Jean Piaget; 2018-02-08; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6297436
124; UNIVERSIDADE ESTADUAL DE PONTA GROSSA; EDUCAÇÃO; Doutorado; EDUCAÇÃO, ESCOLA E INSTITUIÇÕES DE CONTRATURNO SOCIAL NA CIDADE DE PONTA GROSSA: ENTRECRUZAMENTOS DE VALORES E REPRESENTAÇÕES POR DIFERENTES VOZES; 2015-03-24; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2398538
125; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Doutorado; Sistema cognitivo complexo multiplexado: um estudo com a utilização de comunidades no site de rede social orkut; 2011-02-01; 
126; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Análise Microgenética de Aspectos Cognitivos e Afetivos em Idosas: uma Proposta Teórica e Metodológica.; 2011-10-01; 
127; PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO; EDUCAÇÃO (PSICOLOGIA DA EDUCAÇÃO); Mestrado; Pontes da afetividade: um estudo sobre a atuação de professores tutores segundo a psicologia genética de Henri Wallon; 2014-02-20; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1514839
128; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; CONCEPÇÕES DE DESIGUALDADE SOCIAL E MOBILIDADE SOCIOECONÔMICA DE ADOLESCENTES DE ESCOLA PÚBLICA DE CURITIBA; 2009-08-01; 
129; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Doutorado; Percursos da Literatura na Educação  Ensinar Contando Histórias; 2014-02-07; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1318966
130; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; Matemática em Rede Nacional; Mestrado Profissional; Reflexões sobre o Ensino da Matemática Financeira no Ensino Básico: Um Olhar Piagetiano; 2014-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2194825
131; UNIVERSIDADE FEDERAL DE GOIÁS; QUÍMICA; Mestrado; O USO DE JOGOS NO ENSINO DE QUÍMICA E SUAS RELAÇÕES COM OS ESTÁGIOS DE DESENVOLVIMENTO COGNITIVO; 2018-09-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6430349
132; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Sorte? Lógica? Modelos de significação e a noção de acaso de adultos alunos do PROEJA; 2014-08-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2064065
133; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; INFORMÁTICA; Mestrado; Identificando as Implicações Significantes com Suporte Computacional; 2016-09-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3753194
134; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/MARILIA; EDUCAÇÃO; Mestrado; Desenho animado e desenvolvimento moral: uma proposta de intervenção na forma de resolução de conflitos; 2015-03-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2356517
135; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Doutorado; Influências do bilingüismo precoce sobre o desenvolvimento infantil: uma leitura a partir da teoria da equilibração de Jean Piaget; 2009-02-01; 
136; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; INFORMÁTICA NA EDUCAÇÃO; Doutorado; A Formação de Professores de Matemática: Uma Inserção Tecnológica da Plataforma; 2015-04-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2401073
137; Fundação Universidade de Passo Fundo; EDUCAÇÃO; Mestrado; O papel do grupo e a formação do pensamento autônomo segundo Piaget ; 2016-04-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4141259
138; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Moralidade e cognição: Um estudo com crianças de 7 a 10 anos em situação de risco social; 2014-10-31; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2059970
139; UNIVERSIDADE FEDERAL DE PERNAMBUCO; EDUCAÇÃO; Mestrado; A CONSTRUÇÃO DO CONCEITO DE NÚMERO, UM ESTUDO EXPLORATÓRIO EM LIVROS DIDATICOS; 2010-08-01; 
140; FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO DO SUL; ENSINO DE CIÊNCIAS; Profissionalizante; Jogo Guardião do Meio Ambiente: uma proposta pedagógica para o Ensino de Ciências e Educação Ambiental; 2009-12-01; 
141; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA (PSICOLOGIA EXPERIMENTAL); Mestrado; "Da onipotência ao universo dos possíveis: aspectos da travessia humana em Winnicott e Piaget"; 2009-03-01; 
142; CENTRO UNIVERSITÁRIO FIEO; DIREITO; Mestrado; EDUCAR PARA HUMANIZAR: O PAPEL DAS FAMÍLIAS PARA A FORMAÇÃO EM DIREITOS HUMANOS; 2013-09-09; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1260781
143; UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS ); PSICOLOGIA; Doutorado; O desenvolvimento da criatividade em Piaget e Vigotski; 2017-11-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5518680
144; UNIVERSIDADE ESTADUAL DO CENTRO-OESTE; Educação; Mestrado; O RACIOCÍNIO LÓGICO MATEMÁTICO DE ALUNOS SUPERDOTADOS EM RELAÇÃO AO USO DE APLICATIVOS DE DIFERENTES COMPLEXIDADES; 2017-09-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6223959
145; UNIVERSIDADE FEDERAL DE VIÇOSA; ECONOMIA DOMÉSTICA; Mestrado; A Representação de Crianças e Adolescentes sobre a inclusão Escolar.; 2012-06-01; 
146; UNIVERSIDADE DE BRASÍLIA; PROCESSOS DE DESENVOLVIMENTO HUMANO E SAÚDE; Mestrado; A construção das concepções de Deus por crianças da educação infantil; 2012-04-01; 
147; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; Respeito e docência: um estudo de pistemologia Genética com professores do Ensino Fundamental; 2013-08-30; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=109018
148; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; EDUCAÇÃO; Mestrado; A psicogenética na formação do professor no curso normal em nível médio.; 2009-05-01; 
149; UNIVERSIDADE DE CAXIAS DO SUL; Ensino de Ciências e Matemática; Mestrado Profissional; A produção de jogos didáticos como ferramenta para promover a aprendizagem sobre tópicos de orientação sexual; 2015-11-23; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3457216
150; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; GEOGRAFIA; Doutorado; GEOGRAFIA: ENSINO E NEUROCIÊNCIA; 2015-11-10; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2565747
151; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Mestrado; O PAPEL DAS INTERAÇÕES SOCIAIS EM ESCOLARES NA ELABORAÇÃO DE ESTRATÉGIAS NO JOGO QUORIDOR; 2014-02-27; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1321791
152; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Doutorado; O DESENVOLVIMENTO DO TRANSTORNO DO ESPECTO AUTISTA: CONSIDERAÇÕES A PARTIR DE PIAGET; 2017-03-29; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5011861
153; UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO; PSICOLOGIA; Doutorado; Nos caminhos de Dédalo: Análise do Desenvolvimento da Precursividade e da Evolução dos Possíveis e Necessários em Estratégias de Resolução de Labirintos Impressos e Digitais.; 2016-04-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4820803
154; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Mestrado; Jogos de raciocínio lógico-matemático em alunos da Escola Fundamental II; 2013-01-24; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=160343
155; UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA; EDUCAÇÃO ESCOLAR; Mestrado; AS RELAÇÕES SOCIAS PARA JEAN PIAGET: implicações para a Educação Escolar; 2013-02-28; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=113081
156; UNIVERSIDADE ESTADUAL DE CAMPINAS; EDUCAÇÃO; Mestrado; As idéias das crianças a respeito de suas dificuldades de aprendizagem do sistema escrito.; 2009-02-01; 
157; UNIVERSIDADE DE SÃO PAULO; PSICOLOGIA ESCOLAR E DO DESENVOLVIMENTO HUMANO; Mestrado; A construção da noção de violência em crianças e adolescentes inseridos em diferentes contextos; 2013-11-08; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=160355
158; UNIVERSIDADE FEDERAL DE VIÇOSA; ECONOMIA DOMÉSTICA; Mestrado; Representações de crianças e adolescentes sobre trabalho numa perspectiva piagetiana; 2009-10-01; 
159; CENTRO UNIVERSITÁRIO FIEO; DIREITO; Mestrado; O DIREITO FUNDAMENTAL DE HERANÇA COMO AFIRMAÇÃO DA DIGNIDADE NA REPRODUÇÃO ARTIFICIAL HOMÓLOGA POST MORTEM Dissertação; 2014-11-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1643118
160; UNIVERSIDADE FEDERAL DO PARANÁ; EDUCAÇÃO; Mestrado; O ENSINO DA LEITURA DO RITMO MUSICAL EM ADOLESCENTES: DA AÇÃO À OPERAÇÃO.; 2014-03-26; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=177166
161; UNIVERSIDADE DE BRASÍLIA; Matemática em Rede Nacional; Mestrado Profissional; Relação entre a Lateralidade e o Desenvolvimento do Pensamento Geométrico no Ensino Fundamental; 2014-06-05; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2226684
162; UNIVERSIDADE FEDERAL DO RIO DE JANEIRO; EDUCAÇÃO; Doutorado; CONSTRUÇÃO DE UM BLOG SOBRE ÉTICA, JOGOS DIGITAIS E EDUCAÇÃO INFANTIL ; 2018-03-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5860367
163; UNIVERSIDADE FEDERAL DA BAHIA; ENSINO, FILOSOFIA E HISTÓRIA DAS CIÊNCIAS; Mestrado; O Erro no Processo Ensino-Aprendizagem de Ciências no Nível Fundamental.; 2009-11-01; 
164; Fundação Universidade de Passo Fundo; EDUCAÇÃO; Mestrado; DESENVOLVIMENTO MORAL E COOPERAÇÃO N´O  JUÍZO MORAL NA CRIANÇA DE PIAGET; 2017-09-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5567800
165; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; EDUCAÇÃO; Mestrado; As condutas musicais da criança de dois a cinco anos: trabalhando com os modos musicais; 2009-03-01; 
166; UNIVERSIDADE ESTADUAL DO CENTRO-OESTE; Educação; Mestrado; JULGAMENTO MORAL EM MENINAS QUILOMBOLA: UM ESTUDO EDUCACIONAL DA COMUNIDADE INVERNADA PAIOL DE TELHA, PARANÁ; 2014-12-11; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2298779
167; UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL; GEOGRAFIA; Mestrado; A IMPORTÂNCIA DO SENTIDO NO APRENDER GEOGRAFIA: POSSÍVEIS CAMINHOS PARA UM RECONHECIMENTO ENTRE A GEOGRAFIA, O SUJEITO E O MUNDO; 2018-06-21; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6352636
168; UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( MARÍLIA ); EDUCAÇÃO; Mestrado; RELAÇÕES PARENTAIS E A PREVENÇÃO AO USO DE DROGAS: contribuição piagetiana; 2017-03-06; https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5039136
